confidence,fdc_id,food_name_en,matched,no_match,reason,us_only,usda_category
high,170039,"Potatoes, mashed, dehydrated, granules without milk, dry form",False,True,"Dehydrated mashed potatoes (1560 kcal, 85.5g carbs per 100g dry form) have no nutritional equivalent in Japanese table; all candidates are fresh/pickled vegetables with 23-306 kcal, fundamentally different product category (processed starch product vs. fresh vegetables)",,Vegetables and Vegetable Products
high,170040,"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",False,True,Dehydrated mashed potatoes prepared with milk and butter have no close match in Japanese food table; candidates are all fresh/pickled vegetables with fundamentally different nutrient profiles and preparation methods,,Vegetables and Vegetable Products
high,170041,"Potatoes, mashed, dehydrated, granules with milk, dry form",False,True,"Dehydrated mashed potato granules with milk (1490kcal, 10.9g protein, 77.7g carbs per 100g dry form) have no equivalent in the Japanese food composition table; all candidates are fresh/cooked vegetables with vastly lower energy density (23-306kcal) and different nutrient profiles",,Vegetables and Vegetable Products
high,170042,"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",False,True,"Dehydrated mashed potatoes prepared with milk and margarine is a highly processed convenience food with no equivalent in Japanese food composition table; closest candidates (corn, vegetables) differ significantly in energy (486 vs 78-125 kcal), protein (2.13 vs 1-4g), and carbs (16.1 vs 12-17g) with fundamentally different food bases",,Vegetables and Vegetable Products
high,170044,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",False,True,"Hash browns are a distinctly American fried potato product with no equivalent in the Japanese food composition table; the provided candidates contain no potato entries and none match the nutrient profile (219kcal, 11.6g fat from oil frying, 28.5g carbs typical of potatoes).",,Vegetables and Vegetable Products
high,170045,"Potatoes, hash brown, frozen, with butter sauce, unprepared",False,True,"Hash brown potatoes with butter sauce is a processed frozen potato product with added fat that has no equivalent in the Japanese food composition table; candidates are all fresh/cooked vegetables with fundamentally different nutrient profiles (much lower fat, different carb sources)",,Vegetables and Vegetable Products
high,170046,"Potatoes, hash brown, frozen, with butter sauce, prepared",False,True,Hash brown potatoes with butter sauce is a prepared frozen potato dish with no conceptual or nutritional match in Japanese food table; closest candidates are corn/vegetable sides but lack potato base and butter sauce composition,,Vegetables and Vegetable Products
high,170047,"Potato puffs, frozen, unprepared",False,True,Potato puffs are a highly processed frozen snack product with no direct Japanese equivalent; candidates are primarily vegetables and pickled items with vastly different energy density (89-306 kcal vs 746 kcal) and macronutrient profiles,,Vegetables and Vegetable Products
high,170048,"Potato puffs, frozen, oven-heated",False,True,"Potato puffs are a highly processed frozen snack food with no nutritional or conceptual equivalent in the Japanese food composition table; closest candidate (onion tempura, eggplant tempura) are fresh-fried vegetables, not frozen processed potato products",,Vegetables and Vegetable Products
high,170050,"Tomatoes, red, ripe, cooked",False,True,"US item is cooked red tomatoes; Japanese candidates lack a red tomato entry (only yellow tomato #11 exists), and none match the nutrient profile of cooked tomatoes with higher carbs (4.01g), fiber (0.7g), and vitamin C (22.8mg)",,Vegetables and Vegetable Products
high,170051,"Tomatoes, red, ripe, canned, packed in tomato juice",False,True,"Canned tomatoes in tomato juice (69 kcal, 3.47g carbs, 191mg K, 12.6mg VitC) have no nutritionally comparable match in the Japanese table; all candidates are either pickled vegetables, raw leafy vegetables, or sprouts with vastly different nutrient profiles and processing methods",,Vegetables and Vegetable Products
high,170052,"Tomatoes, red, ripe, canned, stewed",False,True,"Canned stewed tomatoes (26 kcal, 6.19g carbs, 0.561g salt, processed/cooked product) has no nutritionally or conceptually similar match in Japanese table; closest candidates are raw vegetables with 15-25 kcal and minimal carbs, lacking tomato's distinctive nutrient profile and canned preparation method",,Vegetables and Vegetable Products
high,170054,"Tomato products, canned, sauce",False,True,"Canned tomato sauce is a processed tomato product with high energy (102 kcal), moderate carbs (5.31g), and high salt (1.204g) profile that does not match any of the fresh or minimally processed vegetables in the Japanese table; no Japanese canned tomato sauce equivalent is provided in the candidates.",,Vegetables and Vegetable Products
high,170055,"Tomato products, canned, sauce, with mushrooms",False,True,"Tomato sauce with mushrooms is a processed tomato product with specific composition; no Japanese table entry for tomato-based canned sauce exists among candidates, and tomato sauce is not a traditional Japanese ingredient requiring a direct match",,Vegetables and Vegetable Products
high,170056,"Tomato products, canned, sauce, with onions",False,True,"Canned tomato sauce with onions is a processed tomato product; Japanese table lacks tomato-based canned sauces, having only pickled vegetables and fresh produce. No nutritionally or conceptually similar match exists.",,Vegetables and Vegetable Products
high,170057,"Tomato products, canned, sauce, with herbs and cheese",False,True,"Tomato sauce with herbs and cheese is a processed tomato product not represented in the Japanese table; candidates are raw vegetables, pickles, and corn preparations with vastly different nutrient profiles (energy 9-96 kcal vs 59 kcal, no cheese/herb equivalents)",,Vegetables and Vegetable Products
high,170061,"Turnip greens, raw",False,True,"Turnip greens (raw leafy green vegetable) has no equivalent in Japanese food composition table; candidates are mostly legume pods, peppers, and other vegetables with significantly lower energy (15-54 kcal vs 132 kcal) and different nutrient profiles",,Vegetables and Vegetable Products
high,170062,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",False,True,"Turnip greens (leafy cruciferous vegetable, 146kcal, high fiber 3.1g, high calcium 128mg, high vitamin A 431μg) has no nutritionally similar match in the Japanese table; all candidates are either legume sprouts, young pod vegetables, or low-calorie leafy greens with vastly different nutrient profiles",,Vegetables and Vegetable Products
high,170063,"Vegetable juice cocktail, canned",False,True,"Vegetable juice cocktail is a processed beverage product with significantly higher energy (92kcal), carbohydrates (3.87g), and vitamin C (54.3mg) than any raw vegetable in the Japanese table; no canned juice or beverage equivalent exists in the provided candidates",,Vegetables and Vegetable Products
high,170065,"Vegetables, mixed, canned, drained solids",False,True,"US canned mixed vegetables (204kcal, 9.26g carbs, high fiber) is a processed vegetable mixture with no direct Japanese equivalent; all candidates are single fresh/cooked vegetables with 12-54kcal and incompatible nutrient profiles",,Vegetables and Vegetable Products
high,170066,"Waterchestnuts, chinese, (matai), raw",False,True,"Water chestnuts are aquatic tubers with distinctive starch/carb profile (23.9g carbs, 406 kcal per 100g raw); no Japanese candidate matches this composition—kuwaai and yuri are terrestrial bulbs with 6-7x higher protein and vastly lower energy/carbs when raw or boiled",,Vegetables and Vegetable Products
high,170068,"Watercress, raw",False,True,"Watercress is a leafy green vegetable with high energy (46 kcal), calcium (120 mg), and vitamin C (43 mg) that significantly exceeds all Japanese candidates; no Japanese table entry captures its nutritional profile, particularly its distinctive mineral and vitamin density relative to energy content.",,Vegetables and Vegetable Products
high,170071,"Yam, raw",False,True,"Yam (Dioscorea species) is a starchy tuber with ~495kcal/100g and high carbohydrates; no Japanese table entry matches this energy density or macronutrient profile—closest candidates (kuwaī, yurī, mukago) are all significantly lower in energy (87-129kcal) and lack comparable carbohydrate content, indicating no suitable Japanese equivalent exists",,Vegetables and Vegetable Products
high,170072,"Yam, cooked, boiled, drained, or baked, without salt",False,True,"Yam (Dioscorea species) is a starchy tuber with no direct Japanese equivalent in the provided table; closest candidates (ゆりね, くわい) are different tubers with significantly different nutrient profiles (higher protein, missing carbohydrate data in Japanese entries)",,Vegetables and Vegetable Products
high,170073,"Yambean (jicama), raw",False,True,"Jicama is a tuber with very low energy (159 kcal appears to be data error; raw jicama ~38 kcal/100g), high water content, moderate carbs, and high fiber - no Japanese vegetable candidate matches this nutrient profile or botanical category; closest conceptually would be daikon but energy and composition differ significantly",,Vegetables and Vegetable Products
high,170075,"Chives, freeze-dried",False,True,"Freeze-dried chives have extremely high nutrient density (311 kcal, 21.2g protein, 2960mg K, 660mg VitC per 100g) with no Japanese table equivalent; all candidates are fresh/cooked vegetables with 17-291 kcal and much lower nutrient concentration, reflecting the fundamental compositional difference between freeze-dried and fresh forms.",,Vegetables and Vegetable Products
